"Region","District","Period","start","end"
"Tigray","Kolatemben","Smret","tasseling/seed filling","2019-09-14","2019-09-24"
"Tigray","Kolatemben","Smret","harvesting","2019-11-24","2019-12-08"
"Amhara","Libo Kemkem","Derita","land preparation","2019-02-01","2019-04-23"
"Amhara","Libo Kemkem","Derita","planting","2019-05-09","2019-05-23"
"Amhara","Libo Kemkem","Derita","flowering","2019-08-07","2019-08-22"
"Amhara","Libo Kemkem","Derita","tasseling/seed filling","2019-09-05","2019-10-11"
"Amhara","Libo Kemkem","Derita","harvesting","2019-10-27","2019-11-10"
"Amhara","Libo Kemkem","Derita","land preparation","2019-02-09","2019-04-08"
"Amhara","Libo Kemkem","Derita","planting","2019-04-09","2019-05-08"
"Amhara","Libo Kemkem","Derita","flowering","2019-08-07","2019-09-05"
"Amhara","Libo Kemkem","Derita","tasseling/seed filling","2019-09-12","2019-09-26"
"Amhara","Libo Kemkem","Derita","harvesting","2019-10-26","2019-11-20"
"Amhara","Libo Kemkem","Libo","land preparation","2019-12-11","2020-05-08"
"Amhara","Libo Kemkem","Libo","planting","2019-05-23","2019-06-16"
"Amhara","Libo Kemkem","Libo","flowering","2019-08-22","2019-09-05"
"Amhara","Libo Kemkem","Libo","tasseling/seed filling","2019-09-12","2019-10-26"
"Amhara","Libo Kemkem","Libo","harvesting","2019-11-11","2019-12-10"
"Amhara","Libo Kemkem","Libo","land preparation","2019-12-11","2020-03-10"
"Amhara","Libo Kemkem","Libo","planting","2019-03-24","2019-05-24"
"Amhara","Libo Kemkem","Libo","flowering","2019-06-08","2019-07-23"
"Amhara","Libo Kemkem","Libo","tasseling/seed filling","2019-08-07","2019-09-05"
"Amhara","Libo Kemkem","Libo","harvesting","2019-08-22","2020-01-10"
"Tigray","Werieleke","Enda-Felasi","land preparation","2019-01-09","2019-06-30"
"Tigray","Werieleke","Enda-Felasi","planting","2019-07-05","2019-07-25"
"Tigray","Werieleke","Enda-Felasi","flowering","2019-08-24","2019-09-10"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","2019-09-12","2019-09-26"
"Tigray","Werieleke","Enda-Felasi","harvesting","2019-10-09","2019-11-11"
"Tigray","Werieleke","Enda-Felasi","land preparation","2019-01-09","2019-05-08"
"Tigray","Werieleke","Enda-Felasi","planting","2019-05-23","2019-06-22"
"Tigray","Werieleke","Enda-Felasi","flowering","2019-08-18","2019-08-26"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","2019-09-06","2019-09-28"
"Tigray","Werieleke","Enda-Felasi","harvesting","2019-10-01","2019-10-21"
"Tigray","Werieleke","Enda-Felasi","land preparation","2019-01-09","2019-03-24"
"Tigray","Werieleke","Enda-Felasi","planting","2019-04-09","2020-01-08"
"Tigray","Werieleke","Enda-Felasi","flowering","2019-08-22","2019-09-12"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","2019-09-16","2019-10-26"
"Tigray","Werieleke","Enda-Felasi","harvesting","2019-11-11","2019-11-25"
"Amhara","Libo Kemkem","Mendere Mariam","land preparation","2019-03-10","2019-06-07"
"Amhara","Libo Kemkem","Mendere Mariam","planting","2019-06-27","2019-07-12"
"Amhara","Libo Kemkem","Mendere Mariam","flowering","2019-09-12","2019-09-27"
"Amhara","Libo Kemkem","Mendere Mariam","tasseling/seed filling","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Mendere Mariam","harvesting","2019-11-15","2020-01-09"
"Amhara","Libo Kemkem","Mendere Mariam","land preparation","2019-12-25","2020-05-28"
"Amhara","Libo Kemkem","Mendere Mariam","planting","2019-06-08","2019-06-19"
"Amhara","Libo Kemkem","Mendere Mariam","flowering","2019-08-22","2019-09-27"
"Amhara","Libo Kemkem","Mendere Mariam","tasseling/seed filling","2019-09-27","2019-11-10"
"Amhara","Libo Kemkem","Mendere Mariam","harvesting","2019-11-11","2019-12-11"
"Amhara","Libo Kemkem","Ginaza","land preparation","2019-03-10","2019-07-07"
"Amhara","Libo Kemkem","Ginaza","planting","2019-07-08","2019-07-23"
"Amhara","Libo Kemkem","Ginaza","flowering","2019-09-05","2019-09-27"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","2019-09-28","2019-10-11"
"Amhara","Libo Kemkem","Ginaza","harvesting","2019-11-05","2019-12-10"
"Amhara","Libo Kemkem","Ginaza","land preparation","2019-03-10","2019-05-08"
"Amhara","Libo Kemkem","Ginaza","planting","2019-05-09","2019-06-07"
"Amhara","Libo Kemkem","Ginaza","flowering","2019-08-22","2019-09-05"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","2019-09-12","2019-09-27"
"Amhara","Libo Kemkem","Ginaza","harvesting","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Tibaga","land preparation","2019-05-09","2019-06-07"
"Amhara","Libo Kemkem","Tibaga","planting","2019-06-12","2019-06-20"
"Amhara","Libo Kemkem","Tibaga","flowering","2019-08-18","2019-09-05"
"Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","2019-09-12","2019-09-28"
"Amhara","Libo Kemkem","Tibaga","harvesting","2019-10-16","2019-10-26"
"Amhara","Libo Kemkem","Tibaga","land preparation","2019-05-09","2019-06-07"
"Amhara","Libo Kemkem","Tibaga","planting","2019-06-08","2019-07-07"
"Amhara","Libo Kemkem","Tibaga","flowering","2019-09-23","2019-10-11"
"Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","2019-10-12","2019-11-11"
"Amhara","Libo Kemkem","Tibaga","harvesting","2019-11-27","2019-12-10"
"Amhara","Libo Kemkem","Tibaga","land preparation","2019-05-09","2019-06-12"
"Amhara","Libo Kemkem","Tibaga","planting","2019-06-13","2019-07-07"
"Amhara","Libo Kemkem","Tibaga","flowering","2019-09-26","2019-10-11"
"Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Tibaga","harvesting","2019-11-11","2019-12-10"
"Amhara","Libo Kemkem","Tara Gedam","land preparation","2019-03-10","2019-08-07"
"Amhara","Libo Kemkem","Tara Gedam","planting","2019-07-08","2019-08-07"
"Amhara","Libo Kemkem","Tara Gedam","flowering","2019-08-22","2019-10-11"
"Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Tara Gedam","harvesting","2019-11-15","2019-12-10"
"Amhara","Libo Kemkem","Tara Gedam","land preparation","2019-03-10","2019-05-08"
"Amhara","Libo Kemkem","Tara Gedam","planting","2019-05-15","2020-01-07"
"Amhara","Libo Kemkem","Tara Gedam","flowering","2019-08-07","2019-08-22"
"Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","2019-08-27","2019-09-27"
"Amhara","Libo Kemkem","Tara Gedam","harvesting","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Tara Gedam","land preparation","2019-03-10","2019-06-07"
"Amhara","Libo Kemkem","Tara Gedam","planting","2019-06-08","2019-06-23"
"Amhara","Libo Kemkem","Tara Gedam","flowering","2019-07-23","2019-08-21"
"Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","2019-08-22","2019-09-26"
"Amhara","Libo Kemkem","Tara Gedam","harvesting","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Shehoch Tehara","land preparation","2019-03-10","2019-07-05"
"Amhara","Libo Kemkem","Shehoch Tehara","planting","2019-07-08","2019-07-30"
"Amhara","Libo Kemkem","Shehoch Tehara","flowering","2019-09-06","2019-09-27"
"Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","2019-09-28","2019-10-16"
"Amhara","Libo Kemkem","Shehoch Tehara","harvesting","2019-10-26","2019-11-26"
"Amhara","Libo Kemkem","Shehoch Tehara","land preparation","2019-03-10","2019-05-09"
"Amhara","Libo Kemkem","Shehoch Tehara","planting","2019-05-10","2019-05-18"
"Amhara","Libo Kemkem","Shehoch Tehara","flowering","2019-08-07","2019-08-16"
"Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","2019-09-12","2019-09-27"
"Amhara","Libo Kemkem","Shehoch Tehara","harvesting","2019-10-12","2019-10-21"
"Amhara","Libo Kemkem","Shehoch Tehara","land preparation","2019-06-08","2019-06-12"
"Amhara","Libo Kemkem","Shehoch Tehara","planting","2019-06-14","2019-06-24"
"Amhara","Libo Kemkem","Shehoch Tehara","flowering","2019-08-07","2019-09-05"
"Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","2019-09-12","2019-09-27"
"Amhara","Libo Kemkem","Shehoch Tehara","harvesting","2019-10-12","2019-10-18"
"Tigray","Hintalo Wajerat","Metkel","land preparation","2019-05-20","2019-07-24"
"Tigray","Hintalo Wajerat","Metkel","planting","2019-07-30","2019-08-07"
"Tigray","Hintalo Wajerat","Metkel","flowering","2019-09-08","2019-09-18"
"Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","2019-09-24","2019-10-08"
"Tigray","Hintalo Wajerat","Metkel","harvesting","2019-10-24","2019-11-23"
"Tigray","Hintalo Wajerat","Metkel","land preparation","2019-03-20","2019-06-22"
"Tigray","Hintalo Wajerat","Metkel","planting","2019-07-09","2019-07-15"
"Tigray","Hintalo Wajerat","Metkel","flowering","2019-08-27","2019-09-07"
"Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","2019-09-03","2019-09-22"
"Tigray","Hintalo Wajerat","Metkel","harvesting","2019-10-08","2019-10-24"
"Tigray","Hintalo Wajerat","Metkel","land preparation","2019-03-20","2019-05-30"
"Tigray","Hintalo Wajerat","Metkel","planting","2019-07-31","2020-07-12"
"Tigray","Hintalo Wajerat","Metkel","flowering","2019-08-23","2019-09-03"
"Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","2019-09-04","2019-09-23"
"Tigray","Hintalo Wajerat","Metkel","harvesting","2019-10-08","2019-11-07"
"Tigray","Hintalo Wajerat","Hagere-Selam","land preparation","2019-04-08","2019-07-19"
"Tigray","Hintalo Wajerat","Hagere-Selam","planting","2019-07-30","2019-08-14"
"Tigray","Hintalo Wajerat","Hagere-Selam","flowering","2019-09-27","2019-10-22"
"Tigray","Hintalo Wajerat","Hagere-Selam","tasseling/seed filling","2019-10-23","2019-11-07"
"Tigray","Hintalo Wajerat","Hagere-Selam","harvesting","2019-11-17","2019-12-15"
"Tigray","Hintalo Wajerat","Hagere-Selam","land preparation","2019-01-08","2019-07-07"
"Tigray","Hintalo Wajerat","Hagere-Selam","planting","2019-07-08","2019-07-29"
"Tigray","Hintalo Wajerat","Hagere-Selam","flowering","2019-08-23","2019-09-23"
"Tigray","Hintalo Wajerat","Hagere-Selam","tasseling/seed filling","2019-09-27","2019-10-22"
"Tigray","Hintalo Wajerat","Hagere-Selam","harvesting","2019-10-29","2019-11-14"
"Tigray","Hintalo Wajerat","Hagere-Selam","land preparation","2019-01-08","2019-06-08"
"Tigray","Hintalo Wajerat","Hagere-Selam","planting","2019-06-23","2019-07-07"
"Tigray","Hintalo Wajerat","Hagere-Selam","flowering","2019-08-12","2019-09-08"
"Tigray","Hintalo Wajerat","Hagere-Selam","tasseling/seed filling","2019-09-09","2019-10-07"
"Tigray","Hintalo Wajerat","Hagere-Selam","harvesting","2019-10-12","2019-11-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","2019-05-08","2019-07-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","planting","2019-07-30","2019-08-21"
"Tigray","Hintalo Wajerat","Fikre-Alem","flowering","2019-09-08","2019-09-27"
"Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","2019-10-12","2019-11-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","2019-11-08","2019-12-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","2019-05-08","2019-06-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","planting","2019-07-05","2019-07-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","flowering","2019-09-15","2019-09-23"
"Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","2019-10-08","2019-10-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","2019-10-27","2019-11-15"
"Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","2019-03-08","2019-06-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","planting","2019-06-30","2019-07-15"
"Tigray","Hintalo Wajerat","Fikre-Alem","flowering","2019-08-23","2019-09-08"
"Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","2019-09-12","2019-09-23"
"Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","2019-10-17","2019-11-07"
"Tigray","Hawzien","Mozutey","land preparation","2019-03-22","2019-06-07"
"Tigray","Hawzien","Mozutey","planting","2019-06-25","2019-07-07"
"Tigray","Hawzien","Mozutey","flowering","2019-08-28","2019-09-08"
"Tigray","Hawzien","Mozutey","tasseling/seed filling","2019-09-08","2019-09-23"
"Tigray","Hawzien","Mozutey","harvesting","2019-10-12","2019-10-23"
"Tigray","Hawzien","Mozutey","land preparation","2019-03-23","2019-06-30"
"Tigray","Hawzien","Mozutey","planting","2019-07-08","2019-07-11"
"Tigray","Hawzien","Mozutey","flowering","2019-08-15","2019-08-22"
"Tigray","Hawzien","Mozutey","tasseling/seed filling","2019-09-02","2019-09-07"
"Tigray","Hawzien","Mozutey","harvesting","2019-09-20","2019-09-25"
"Tigray","Hawzien","Debrebirhan","land preparation","2019-06-08","2019-06-17"
"Tigray","Hawzien","Debrebirhan","planting","2019-07-18","2019-07-25"
"Tigray","Hawzien","Debrebirhan","flowering","2019-09-02","2019-09-23"
"Tigray","Hawzien","Debrebirhan","tasseling/seed filling","2019-09-25","2019-10-07"
"Tigray","Hawzien","Debrebirhan","harvesting","2019-10-23","2019-11-23"
"Tigray","Hawzien","Debrebirhan","land preparation","2019-03-08","2019-06-17"
"Tigray","Hawzien","Debrebirhan","planting","2019-06-24","2019-07-20"
"Tigray","Hawzien","Debrebirhan","flowering","2019-08-23","2019-10-12"
"Tigray","Hawzien","Debrebirhan","tasseling/seed filling","2019-09-23","2019-10-12"
"Tigray","Hawzien","Debrebirhan","harvesting","2019-10-15","2019-10-22"
"Tigray","Hawzien","Debrebirhan","land preparation","2019-03-08","2019-04-27"
"Tigray","Hawzien","Debrebirhan","planting","2019-04-29","2019-06-05"
"Tigray","Hawzien","Debrebirhan","flowering","2019-08-23","2019-09-04"
"Tigray","Hawzien","Debrebirhan","tasseling/seed filling","2019-09-08","2020-09-07"
"Tigray","Hawzien","Debrebirhan","harvesting","2019-10-17","2019-11-22"
"Tigray","Hawzien","Selam","land preparation","2019-03-22","2019-06-22"
"Tigray","Hawzien","Selam","planting","2019-06-29","2019-07-15"
"Tigray","Hawzien","Selam","flowering","2019-08-22","2019-09-07"
"Tigray","Hawzien","Selam","tasseling/seed filling","2019-09-08","2019-10-07"
"Tigray","Hawzien","Selam","harvesting","2019-10-08","2019-11-07"
"Tigray","Hawzien","Selam","land preparation","2019-03-22","2019-06-22"
"Tigray","Hawzien","Selam","planting","2019-05-27","2019-06-07"
"Tigray","Hawzien","Selam","flowering","2019-07-27","2019-09-07"
"Tigray","Hawzien","Selam","tasseling/seed filling","2019-10-07","2019-10-12"
"Tigray","Hawzien","Selam","harvesting","2019-10-17","2019-10-22"
"Tigray","Hawzien","Debreselam","land preparation","2019-03-10","2019-04-23"
"Tigray","Hawzien","Debreselam","planting","2019-05-01","2019-06-07"
"Tigray","Hawzien","Debreselam","flowering","2019-08-07","2019-09-05"
"Tigray","Hawzien","Debreselam","tasseling/seed filling","2019-09-26","2019-10-11"
"Tigray","Hawzien","Debreselam","harvesting","2019-11-14","2019-11-30"
"Tigray","Hawzien","Debreselam","land preparation","2019-05-09","2019-06-12"
"Tigray","Hawzien","Debreselam","planting","2019-07-01","2019-07-17"
"Tigray","Hawzien","Debreselam","flowering","2019-08-21","2019-09-05"
"Tigray","Hawzien","Debreselam","tasseling/seed filling","2019-09-11","2019-09-27"
"Tigray","Hawzien","Debreselam","harvesting","2019-10-18","2019-11-24"
"Tigray","Hawzien","Debreselam","land preparation","2019-03-10","2019-04-23"
"Tigray","Hawzien","Debreselam","planting","2019-05-01","2019-06-07"
"Tigray","Hawzien","Debreselam","flowering","2019-08-07","2019-09-05"
"Tigray","Hawzien","Debreselam","tasseling/seed filling","2019-09-25","2019-10-10"
"Tigray","Hawzien","Debreselam","harvesting","2019-10-11","2019-10-30"
"Tigray","Hintalo Wajerat","Hareko","land preparation","2019-01-08","2019-07-22"
"Tigray","Hintalo Wajerat","Hareko","planting","2019-07-23","2019-08-07"
"Tigray","Hintalo Wajerat","Hareko","flowering","2019-09-17","2019-10-08"
"Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","2019-10-22","2019-11-08"
"Tigray","Hintalo Wajerat","Hareko","harvesting","2019-11-17","2019-12-07"
"Tigray","Hintalo Wajerat","Hareko","land preparation","2019-01-08","2019-06-07"
"Tigray","Hintalo Wajerat","Hareko","planting","2019-07-08","2019-07-17"
"Tigray","Hintalo Wajerat","Hareko","flowering","2019-09-05","2019-09-17"
"Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","2019-10-08","2019-10-22"
"Tigray","Hintalo Wajerat","Hareko","harvesting","2019-11-08","2019-11-22"
"Tigray","Hintalo Wajerat","Hareko","land preparation","2019-01-08","2019-06-07"
"Tigray","Hintalo Wajerat","Hareko","planting","2019-06-22","2019-07-07"
"Tigray","Hintalo Wajerat","Hareko","flowering","2019-08-23","2019-09-05"
"Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","2019-09-08","2019-09-22"
"Tigray","Hintalo Wajerat","Hareko","harvesting","2019-10-08","2019-10-27"
"Tigray","Hawzien","Qoraro","land preparation","2019-05-10","2019-08-16"
"Tigray","Hawzien","Qoraro","planting","2019-06-08","2019-08-06"
"Tigray","Hawzien","Qoraro","flowering","2019-08-22","2019-10-10"
"Tigray","Hawzien","Qoraro","tasseling/seed filling","2019-09-25","2019-09-25"
"Tigray","Hawzien","Qoraro","harvesting","2019-10-15","2019-11-09"
"Tigray","Hawzien","Qoraro","land preparation","2019-03-10","2019-05-09"
"Tigray","Hawzien","Qoraro","planting","2019-05-11","2019-06-17"
"Tigray","Hawzien","Qoraro","flowering","2019-08-12","2019-09-05"
"Tigray","Hawzien","Qoraro","tasseling/seed filling","2019-09-08","2019-10-08"
"Tigray","Hawzien","Qoraro","harvesting","2019-10-15","2019-10-20"
"Tigray","Hawzien","Qoraro","land preparation","2019-03-10","2019-05-09"
"Tigray","Hawzien","Qoraro","planting","2019-05-11","2019-06-07"
"Tigray","Hawzien","Qoraro","flowering","2019-08-16","2019-09-05"
"Tigray","Hawzien","Qoraro","tasseling/seed filling","2019-09-10","2019-10-10"
"Tigray","Hawzien","Qoraro","harvesting","2019-11-25","2020-11-19"
"Tigray","Tanqua-Abergele","Hadashtekli","land preparation","2019-01-09","2019-04-08"
"Tigray","Tanqua-Abergele","Hadashtekli","planting","2019-05-24","2019-07-05"
"Tigray","Tanqua-Abergele","Hadashtekli","flowering","2019-08-24","2019-09-09"
"Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","2019-09-13","2019-10-08"
"Tigray","Tanqua-Abergele","Hadashtekli","harvesting","2019-10-23","2019-11-23"
"Tigray","Tanqua-Abergele","Hadashtekli","land preparation","2019-01-09","2019-04-08"
"Tigray","Tanqua-Abergele","Hadashtekli","planting","2019-05-23","2019-07-13"
"Tigray","Tanqua-Abergele","Hadashtekli","flowering","2019-08-24","2019-09-13"
"Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","2019-09-24","2019-10-20"
"Tigray","Tanqua-Abergele","Hadashtekli","harvesting","2019-11-08","2019-12-08"
"Amhara","Ibinat","Mechena","land preparation","2019-01-10","2019-06-28"
"Amhara","Ibinat","Mechena","planting","2019-07-19","2019-08-06"
"Amhara","Ibinat","Mechena","flowering","2019-09-16","2019-09-23"
"Amhara","Ibinat","Mechena","tasseling/seed filling","2019-10-11","2019-11-10"
"Amhara","Ibinat","Mechena","harvesting","2019-11-15","2019-12-10"
"Amhara","Ibinat","Mechena","land preparation","2019-03-10","2019-05-08"
"Amhara","Ibinat","Mechena","planting","2019-05-09","2019-05-20"
"Amhara","Ibinat","Mechena","flowering","2019-07-19","2019-08-06"
"Amhara","Ibinat","Mechena","tasseling/seed filling","2019-08-30","2019-10-11"
"Amhara","Ibinat","Mechena","harvesting","2019-10-27","2019-11-10"
"Amhara","Ibinat","Mechena","land preparation","2019-10-12","2020-03-09"
"Amhara","Ibinat","Mechena","planting","2019-03-25","2019-11-13"
"Amhara","Ibinat","Mechena","flowering","2019-08-22","2019-09-16"
"Amhara","Ibinat","Mechena","tasseling/seed filling","2019-09-27","2019-10-27"
"Amhara","Ibinat","Mechena","harvesting","2019-11-11","2019-11-26"
"Amhara","Ibinat","Ader Seg","land preparation","2019-12-25","2020-05-08"
"Amhara","Ibinat","Ader Seg","planting","2019-07-08","2019-08-06"
"Amhara","Ibinat","Ader Seg","flowering","2019-08-31","2019-09-27"
"Amhara","Ibinat","Ader Seg","tasseling/seed filling","2019-09-28","2019-10-11"
"Amhara","Ibinat","Ader Seg","harvesting","2019-10-16","2019-11-10"
"Amhara","Ibinat","Ader Seg","land preparation","2019-01-10","2019-05-08"
"Amhara","Ibinat","Ader Seg","planting","2019-06-08","2019-06-22"
"Amhara","Ibinat","Ader Seg","flowering","2019-08-11","2019-08-22"
"Amhara","Ibinat","Ader Seg","tasseling/seed filling","2019-09-06","2019-09-27"
"Amhara","Ibinat","Ader Seg","harvesting","2019-10-12","2019-11-10"
"Amhara","Ibinat","Ader Seg","land preparation","2019-01-10","2019-05-08"
"Amhara","Ibinat","Ader Seg","planting","2019-06-08","2019-06-23"
"Amhara","Ibinat","Ader Seg","flowering","2019-07-27","2019-09-05"
"Amhara","Ibinat","Ader Seg","tasseling/seed filling","2019-09-06","2019-09-26"
"Amhara","Ibinat","Ader Seg","harvesting","2019-10-06","2019-10-16"
"Amhara","Ibinat","Tigage","land preparation","2019-12-11","2020-05-08"
"Amhara","Ibinat","Tigage","planting","2019-07-08","2019-08-11"
"Amhara","Ibinat","Tigage","flowering","2019-08-26","2019-09-16"
"Amhara","Ibinat","Tigage","tasseling/seed filling","2019-09-23","2019-10-01"
"Amhara","Ibinat","Tigage","harvesting","2019-10-02","2019-11-10"
"Amhara","Ibinat","Tigage","land preparation","2019-12-11","2020-04-08"
"Amhara","Ibinat","Tigage","planting","2019-06-08","2019-06-23"
"Amhara","Ibinat","Tigage","flowering","2019-08-22","2019-09-05"
"Amhara","Ibinat","Tigage","tasseling/seed filling","2019-09-06","2019-09-23"
"Amhara","Ibinat","Tigage","harvesting","2019-09-27","2019-10-01"
"Amhara","Ibinat","Tigage","land preparation","2019-12-11","2020-04-08"
"Amhara","Ibinat","Tigage","planting","2019-06-07","2019-07-07"
"Amhara","Ibinat","Tigage","flowering","2019-08-22","2019-09-05"
"Amhara","Ibinat","Tigage","tasseling/seed filling","2019-09-06","2019-09-10"
"Amhara","Ibinat","Tigage","harvesting","2019-09-16","2019-09-26"
"Amhara","Ibinat","Amisetya","land preparation","2019-02-08","2019-07-07"
"Amhara","Ibinat","Amisetya","planting","2019-07-08","2019-07-22"
"Amhara","Ibinat","Amisetya","flowering","2019-09-16","2019-09-27"
"Amhara","Ibinat","Amisetya","tasseling/seed filling","2019-09-28","2019-10-16"
"Amhara","Ibinat","Amisetya","harvesting","2019-11-05","2019-11-26"
"Amhara","Ibinat","Amisetya","land preparation","2019-03-10","2019-05-08"
"Amhara","Ibinat","Amisetya","planting","2019-05-09","2019-05-18"
"Amhara","Ibinat","Amisetya","flowering","2019-08-07","2019-08-21"
"Amhara","Ibinat","Amisetya","tasseling/seed filling","2019-09-05","2019-09-26"
"Amhara","Ibinat","Amisetya","harvesting","2019-10-12","2019-10-26"
"Amhara","Ibinat","Amisetya","land preparation","2019-12-25","2020-05-08"
"Amhara","Ibinat","Amisetya","planting","2019-06-05","2019-06-12"
"Amhara","Ibinat","Amisetya","flowering","2019-08-01","2019-08-06"
"Amhara","Ibinat","Amisetya","tasseling/seed filling","2019-08-07","2019-08-22"
"Amhara","Ibinat","Amisetya","harvesting","2019-08-31","2019-09-05"
"Amhara","Ibinat","Deber Aba Jale","land preparation","2019-10-12","2020-07-07"
"Amhara","Ibinat","Deber Aba Jale","planting","2019-07-08","2019-07-16"
"Amhara","Ibinat","Deber Aba Jale","flowering","2019-09-06","2019-09-27"
"Amhara","Ibinat","Deber Aba Jale","tasseling/seed filling","2019-09-28","2019-10-11"
"Amhara","Ibinat","Deber Aba Jale","harvesting","2019-11-11","2019-11-26"
"Amhara","Ibinat","Deber Aba Jale","land preparation","2019-10-12","2020-06-07"
"Amhara","Ibinat","Deber Aba Jale","planting","2019-06-08","2019-06-22"
"Amhara","Ibinat","Deber Aba Jale","flowering","2019-08-07","2019-09-05"
"Amhara","Ibinat","Deber Aba Jale","tasseling/seed filling","2019-09-06","2019-09-21"
"Amhara","Ibinat","Deber Aba Jale","harvesting","2019-09-27","2019-10-11"
"Amhara","Ibinat","Tara Senba","land preparation","2019-10-26","2020-05-29"
"Amhara","Ibinat","Tara Senba","planting","2019-06-08","2019-07-12"
"Amhara","Ibinat","Tara Senba","flowering","2019-08-22","2019-09-16"
"Amhara","Ibinat","Tara Senba","tasseling/seed filling","2019-09-17","2019-10-11"
"Amhara","Ibinat","Tara Senba","harvesting","2019-10-26","2019-11-25"
"Amhara","Ibinat","Tara Senba","land preparation","2019-10-26","2020-05-28"
"Amhara","Ibinat","Tara Senba","planting","2019-06-08","2019-06-23"
"Amhara","Ibinat","Tara Senba","flowering","2019-08-07","2019-08-16"
"Amhara","Ibinat","Tara Senba","tasseling/seed filling","2019-08-21","2019-09-05"
"Amhara","Ibinat","Tara Senba","harvesting","2019-09-07","2019-09-21"
"Amhara","Ibinat","Aqua Shumoch","land preparation","2019-12-11","2020-05-08"
"Amhara","Ibinat","Aqua Shumoch","planting","2019-07-08","2019-08-06"
"Amhara","Ibinat","Aqua Shumoch","flowering","2019-08-31","2019-09-12"
"Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","2019-09-13","2019-09-27"
"Amhara","Ibinat","Aqua Shumoch","harvesting","2019-10-01","2019-11-10"
"Amhara","Ibinat","Aqua Shumoch","land preparation","2019-12-11","2020-05-08"
"Amhara","Ibinat","Aqua Shumoch","planting","2019-06-08","2019-07-07"
"Amhara","Ibinat","Aqua Shumoch","flowering","2019-09-06","2019-09-26"
"Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","2019-09-27","2019-10-11"
"Amhara","Ibinat","Aqua Shumoch","harvesting","2019-10-26","2019-11-15"
"Amhara","Ibinat","Aqua Shumoch","land preparation","2019-12-11","2020-05-08"
"Amhara","Ibinat","Aqua Shumoch","planting","2019-06-08","2019-07-07"
"Amhara","Ibinat","Aqua Shumoch","flowering","2019-08-22","2019-09-16"
"Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","2019-09-17","2019-10-11"
"Amhara","Ibinat","Aqua Shumoch","harvesting","2019-10-12","2019-10-21"
"Amhara","Ibinat","Niquara","land preparation","2019-11-11","2020-06-12"
"Amhara","Ibinat","Niquara","planting","2019-07-08","2020-07-01"
"Amhara","Ibinat","Niquara","flowering","2019-08-22","2019-09-11"
"Amhara","Ibinat","Niquara","tasseling/seed filling","2019-09-12","2019-09-30"
"Amhara","Ibinat","Niquara","harvesting","2019-10-05","2019-10-25"
"Amhara","Ibinat","Niquara","land preparation","2019-01-09","2019-05-09"
"Amhara","Ibinat","Niquara","planting","2019-05-10","2019-06-07"
"Amhara","Ibinat","Niquara","flowering","2019-08-22","2019-09-15"
